subject,trial,rt,choice,vDiff,vL,vR
9156374,1,5.968,0,-2.25,30.0,32.25
9156374,2,3.92,1,3.75,30.0,26.25
9156374,3,4.045,1,5.25,30.0,24.75
9156374,4,4.63,1,-0.75,29.25,30.0
9156374,5,5.052,1,0.0,30.0,30.0
9156374,6,2.897,1,-1.5,28.5,30.0
9156374,7,4.931,0,-4.5,30.0,34.5
9156374,8,3.006,0,-4.5,25.5,30.0
9156374,9,3.596,1,7.5,30.0,22.5
9156374,10,3.099,1,3.0,33.0,30.0
9156374,11,3.175,0,-1.5,30.0,31.5
9156374,12,2.695,1,6.0,30.0,24.0
9156374,13,4.874,1,-2.25,27.75,30.0
9156374,14,2.885,1,3.0,30.0,27.0
9156374,15,1.769,0,-8.25,21.75,30.0
9156374,16,3.09,0,-6.75,23.25,30.0
9156374,17,3.112,0,-3.75,30.0,33.75
9156374,18,3.383,0,-6.0,30.0,36.0
9156374,19,2.056,1,5.25,35.25,30.0
9156374,20,3.406,1,0.75,30.75,30.0
9156374,21,5.895,0,-2.25,6.75,9.0
9156374,22,6.105,1,6.75,9.0,2.25
9156374,23,5.971,0,3.75,12.75,9.0
9156374,24,3.603,1,3.75,9.0,5.25
9156374,25,4.962,0,-0.75,8.25,9.0
9156374,26,4.447,1,7.5,9.0,1.5
9156374,27,5.142,1,3.0,12.0,9.0
9156374,28,2.919,0,-4.5,9.0,13.5
9156374,29,3.072,1,6.0,9.0,3.0
9156374,30,3.932,1,5.25,14.25,9.0
9156374,31,5.287,0,-1.5,9.0,10.5
9156374,32,4.386,0,-6.0,9.0,15.0
9156374,33,3.008,0,-4.5,4.5,9.0
9156374,34,2.359,1,0.75,9.75,9.0
9156374,35,2.416,0,-2.25,9.0,11.25
9156374,36,3.007,1,3.0,9.0,6.0
9156374,37,4.838,0,0.0,9.0,9.0
9156374,38,4.171,1,-1.5,7.5,9.0
9156374,39,2.411,0,-8.25,0.75,9.0
9156374,40,1.913,0,-5.25,3.75,9.0
9156482,1,5.84159999996424,1,5.25,30.0,24.75
9156482,2,4.70810000002384,0,-10.5,30.0,40.5
9156482,3,4.24409999996424,0,-15.75,14.25,30.0
9156482,4,5.24339999997616,1,3.5,30.0,26.5
9156482,5,2.67059999996424,1,17.5,30.0,12.5
9156482,6,9.68060000002384,0,-10.5,19.5,30.0
9156482,7,5.37240000003576,0,-12.25,17.75,30.0
9156482,8,6.87610000002384,0,3.5,33.5,30.0
9156482,9,3.54730000001192,0,-14.0,30.0,44.0
9156482,10,1.936,1,8.75,30.0,21.25
9156482,11,2.56930000001192,0,-19.25,10.75,30.0
9156482,12,1.90880000001192,1,-1.75,30.0,31.75
9156482,13,1.7825,1,7.0,30.0,23.0
9156482,14,1.5996999999880799,1,-5.25,30.0,35.25
9156482,15,3.77530000001192,1,0.0,30.0,30.0
9156482,16,2.32610000002384,0,-14.0,16.0,30.0
9156482,17,2.5244000000357603,0,-12.25,30.0,42.25
9156482,18,2.13639999997616,1,8.75,38.75,30.0
9156482,19,1.5011000000238401,0,7.0,37.0,30.0
9156482,20,1.505,1,1.75,30.0,28.25
9156482,21,6.98020000004768,0,-19.25,1.75,21.0
9156482,22,6.02510000002384,0,7.0,28.0,21.0
9156482,23,6.49019999998808,0,-5.25,15.749999999999998,21.0
9156482,24,5.02369999998808,0,5.25,26.25,21.0
9156482,25,4.614,1,15.75,21.0,5.25
9156482,26,3.27860000002384,1,7.0,21.0,14.0
9156482,27,1.66110000002384,1,10.5,21.0,10.5
9156482,28,1.80869999998808,1,8.75,21.0,12.25
9156482,29,3.58680000001192,0,-14.0,21.0,35.0
9156482,30,1.02680000001192,1,12.25,21.0,8.75
9156482,31,1.8935,0,0.0,21.0,21.0
9156482,32,2.6430999999642397,0,3.5,24.5,21.0
9156482,33,3.77140000003576,1,-1.75,21.0,22.75
9156482,34,2.78289999997616,0,8.75,29.749999999999996,21.0
9156482,35,1.55469999998808,1,10.5,31.499999999999996,21.0
9156482,36,2.3995,1,14.0,21.0,7.0
9156482,37,4.449,0,-12.25,21.0,33.25
9156482,38,6.11869999998808,0,-3.5,17.5,21.0
9156482,39,1.54419999998808,1,17.5,21.0,3.5
9156482,40,2.1935,1,1.75,21.0,19.25
9156521,1,8.811099999964242,1,13.3,43.3,30.0
9156521,2,5.93019999998808,0,1.05,31.05,30.0
9156521,3,7.77470000004768,1,-3.5,30.0,33.5
9156521,4,6.002,1,6.3,30.0,23.7
9156521,5,4.5305,1,13.65,30.0,16.35
9156521,6,5.86569999998808,0,-1.4,28.6,30.0
9156521,7,7.41320000004768,1,20.65,50.65,30.0
9156521,8,4.24269999998808,1,11.2,30.0,18.8
9156521,9,4.0635,0,-25.55,30.0,55.55
9156521,10,11.4043999999762,0,5.95,35.95,30.0
9156521,11,3.825,1,18.55,30.0,11.45
9156521,12,6.45010000002384,1,8.4,38.4,30.0
9156521,13,6.98860000002384,1,16.1,30.0,13.9
9156521,14,2.05029999995232,0,-28.0,30.0,58.0
9156521,15,3.08,1,18.2,48.2,30.0
9156521,16,1.65639999997616,1,3.85,30.0,26.15
9156521,17,2.08609999996424,1,-10.85,30.0,40.849999999999994
9156521,18,4.5435,0,-8.75,21.25,30.0
9156521,19,4.60140000003576,0,-15.75,30.0,45.75
9156521,20,3.03760000002384,0,-23.1,30.0,53.1
9156521,21,12.336099999964201,1,8.75,21.0,12.25
9156521,22,5.21039999997616,1,23.1,44.1,21.0
9156521,23,4.79870000004768,0,1.05,22.05,21.0
9156521,24,4.78519999998808,1,-5.95,21.0,26.95
9156521,25,5.10639999997616,0,-1.4,19.6,21.0
9156521,26,6.11579999995232,1,18.55,21.0,2.45
9156521,27,2.56529999995232,1,11.2,21.0,9.8
9156521,28,2.15629999995232,1,-15.75,21.0,36.75
9156521,29,3.25839999997616,1,-10.85,21.0,31.849999999999998
9156521,30,2.2618999999761598,1,16.1,21.0,4.9
9156521,31,3.02069999998808,1,-28.0,21.0,49.0
9156521,32,7.11559999996424,1,-25.55,21.0,46.55
9156521,33,3.26919999998808,0,20.65,41.65,21.0
9156521,34,4.22679999995232,0,8.4,29.4,21.0
9156521,35,1.27169999998808,0,18.2,39.2,21.0
9156521,36,1.7175,1,-3.5,21.0,24.5
9156521,37,1.0742000000476801,0,-3.85,17.15,21.0
9156521,38,0.8003999999761581,1,6.3,21.0,14.7
9156521,39,3.45740000003576,1,-13.3,21.0,34.3
9156521,40,4.50589999997616,1,13.65,21.0,7.35
9156545,1,7.72699999999999,0,-7.8,30.0,37.8
9156545,2,6.54800000000001,0,-2.7,27.3,30.0
9156545,3,8.689,0,-2.55,30.0,32.55
9156545,4,4.927,1,-0.6,29.4,30.0
9156545,5,7.33199999999997,0,-0.45,30.0,30.45
9156545,6,3.96200000000003,0,-7.95,22.05,30.0
9156545,7,5.112,1,4.65,34.65,30.0
9156545,8,4.533,0,-5.7,30.0,35.7
9156545,9,6.24500000000003,1,1.65,30.0,28.35
9156545,10,4.51,1,6.75,36.75,30.0
9156545,11,5.751,1,6.9,30.0,23.1
9156545,12,4.794,1,9.9,39.9,30.0
9156545,13,4.199,1,3.6,33.6,30.0
9156545,14,3.53999999999997,1,1.5,31.5,30.0
9156545,15,3.84199999999997,1,5.85,30.0,24.15
9156545,16,3.00500000000003,1,4.8,30.0,25.2
9156545,17,4.586,0,-3.75,26.25,30.0
9156545,18,3.727,1,8.85,38.849999999999994,30.0
9156545,19,3.375,1,10.95,40.95,30.0
9156545,20,3.949,0,-12.0,30.0,42.0
9156545,22,6.216,1,10.95,19.95,9.0
9156545,23,7.955,0,-2.55,9.0,11.549999999999999
9156545,24,9.532,0,-2.7,6.3,9.0
9156545,25,6.50399999999994,0,-5.85,3.15,9.0
9156545,26,5.19,1,6.9,9.0,2.1
9156545,27,8.186,0,-1.65,7.35,9.0
9156545,28,9.1,1,3.6,12.6,9.0
9156545,29,3.54499999999994,0,-7.95,1.05,9.0
9156545,30,7.4,1,5.7,14.7,9.0
9156545,31,6.393,0,-8.85,9.0,17.849999999999998
9156545,32,2.821,1,12.0,21.0,9.0
9156545,33,3.096,0,-9.9,9.0,18.9
9156545,34,3.073,0,-4.65,9.0,13.65
9156545,35,3.54800000000006,0,-1.5,9.0,10.5
9156545,36,4.098,0,-3.75,5.25,9.0
9156545,37,4.882,1,7.8,16.8,9.0
9156545,38,2.563,0,-4.8,4.2,9.0
9156545,39,3.201,0,-0.45,9.0,9.45
9156545,40,6.053,0,0.6,9.0,8.4
9156644,1,4.974,1,-4.2,25.8,30.0
9156644,2,5.797,1,17.85,30.0,12.15
9156644,3,4.25,0,-18.9,11.1,30.0
9156644,4,5.927,1,-7.35,22.65,30.0
9156644,5,5.399,1,19.95,30.0,10.05
9156644,6,3.606,0,6.3,30.0,23.7
9156644,7,3.388,0,12.6,30.0,17.4
9156644,8,9.09,0,-15.75,14.25,30.0
9156644,9,11.773,1,-2.1,27.9,30.0
9156644,10,5.09,0,10.5,30.0,19.5
9156644,11,13.188,1,-14.7,15.3,30.0
9156644,12,6.64399999999997,1,-16.8,13.2,30.0
9156644,13,5.863,1,0.0,30.0,30.0
9156644,14,4.461,1,-1.05,28.95,30.0
9156644,15,9.731,0,13.65,30.0,16.35
9156644,16,1.316,1,-5.25,24.75,30.0
9156644,17,1.27199999999997,1,-3.15,26.849999999999998,30.0
9156644,18,1.856,1,-11.55,18.45,30.0
9156644,19,1.618,0,9.45,30.0,20.549999999999997
9156644,20,1.348,1,-8.4,21.6,30.0
9156644,21,8.894999999999971,0,1.05,21.0,19.95
9156644,22,8.76100000000003,0,-5.25,15.75,21.0
9156644,23,7.622,0,-12.6,8.4,21.0
9156644,24,2.569,0,-18.9,2.1,21.0
9156644,25,3.03,1,17.85,21.0,3.15
9156644,26,4.82100000000003,0,-9.45,11.549999999999999,21.0
9156644,27,2.436,1,14.7,21.0,6.3
9156644,28,2.6759999999999398,1,8.4,21.0,12.6
9156644,29,4.764,1,0.0,21.0,21.0
9156644,30,5.637,1,10.5,21.0,10.5
9156644,31,10.395,1,4.2,21.0,16.8
9156644,32,3.103,1,15.75,21.0,5.25
9156644,33,5.547,0,-3.15,17.849999999999998,21.0
9156644,34,2.967,0,-13.65,7.35,21.0
9156644,35,5.71600000000006,1,-2.1,18.9,21.0
9156644,36,2.037,1,16.8,21.0,4.2
9156644,37,1.747,1,7.35,21.0,13.65
9156644,38,1.34300000000006,1,19.95,21.0,1.05
9156644,39,3.331,1,-6.3,14.7,21.0
9156644,40,1.955,0,-11.55,9.45,21.0
9156653,1,1.98989999997616,1,-6.75,23.25,30.0
9156653,2,1.6427000000476801,1,-6.3,23.7,30.0
9156653,3,4.44240000009537,1,0.0,30.0,30.0
9156653,4,1.4948999999761599,0,-4.5,25.5,30.0
9156653,5,1.167,0,-7.65,22.35,30.0
9156653,6,0.826700000047684,1,0.9,30.0,29.1
9156653,7,4.78810000002384,1,7.2,30.0,22.8
9156653,8,3.68659999990463,0,-1.35,28.65,30.0
9156653,9,2.0535,0,-3.15,26.85,30.0
9156653,10,2.10769999992847,1,5.85,30.0,24.15
9156653,11,1.63120000004768,0,-4.05,25.95,30.0
9156653,12,2.26789999997616,0,-5.4,24.6,30.0
9156653,13,3.22160000002384,0,-8.55,21.45,30.0
9156653,14,1.72330000007153,0,-1.8,28.2,30.0
9156653,15,2.52039999997616,1,2.25,30.0,27.75
9156653,16,3.84370000004768,1,2.7,30.0,27.3
9156653,17,1.72960000002384,0,-4.95,25.05,30.0
9156653,18,3.5385,1,-0.45,29.549999999999997,30.0
9156653,19,1.5612999999523198,1,3.6,30.0,26.4
9156653,20,2.23219999992847,0,-8.1,21.9,30.0
9156653,21,6.615,0,-7.2,1.7999999999999998,9.0
9156653,22,2.51129999995232,1,6.75,9.0,2.25
9156653,23,4.36879999995232,0,-8.55,0.44999999999999996,9.0
9156653,24,7.0715,0,3.15,9.0,5.85
9156653,25,1.3981999999284702,1,-0.45,8.549999999999999,9.0
9156653,26,2.38719999992847,0,-4.95,4.05,9.0
9156653,27,5.0255,0,-4.5,4.5,9.0
9156653,28,1.66120000004768,0,2.25,9.0,6.75
9156653,29,1.5325,0,1.8,9.0,7.199999999999999
9156653,30,1.15170000004768,1,7.65,9.0,1.3499999999999999
9156653,31,2.9825,0,2.7,9.0,6.3
9156653,32,5.83960000002384,1,8.1,9.0,0.8999999999999999
9156653,33,1.9205,1,5.4,9.0,3.5999999999999996
9156653,34,2.8252000000476802,0,3.6,9.0,5.3999999999999995
9156653,35,3.46270000004768,1,-0.9,8.1,9.0
9156653,36,5.21939999997616,1,5.85,9.0,3.15
9156653,37,1.6052999999523199,1,-1.35,7.6499999999999995,9.0
9156653,38,4.128,1,0.0,9.0,9.0
9156653,39,1.0657000000476802,1,4.05,9.0,4.95
9156653,40,1.59439999997616,0,-6.3,2.6999999999999997,9.0
9156665,1,8.467,1,6.75,36.75,30.0
9156665,2,8.371,1,-3.75,26.25,30.0
9156665,3,11.331,1,10.95,40.95,30.0
9156665,4,9.285,1,8.85,38.849999999999994,30.0
9156665,5,0.986000000000015,0,-2.55,30.0,32.55
9156665,6,0.272,1,1.65,30.0,28.35
9156665,7,0.171,0,4.65,34.65,30.0
9156665,8,4.46,0,-2.7,27.3,30.0
9156665,9,2.254,0,-7.95,22.05,30.0
9156665,10,1.033,0,-0.6,29.4,30.0
9156665,11,1.97000000000001,1,-0.45,30.0,30.45
9156665,12,3.845,1,3.6,33.6,30.0
9156665,13,3.79,0,-7.8,30.0,37.8
9156665,14,1.568,1,1.5,31.5,30.0
9156665,15,1.294,1,5.85,30.0,24.15
9156665,16,1.062,1,6.9,30.0,23.1
9156665,17,2.34,0,-5.7,30.0,35.7
9156665,18,1.02000000000003,0,4.8,30.0,25.2
9156665,19,0.905,1,-12.0,30.0,42.0
9156665,20,3.393,1,9.9,39.9,30.0
9156665,21,5.312,0,-4.8,4.2,9.0
9156665,22,1.422,0,0.6,9.0,8.4
9156665,23,2.62,0,10.95,19.95,9.0
9156665,24,1.74,0,-0.45,9.0,9.45
9156665,25,1.31199999999997,1,-2.55,9.0,11.549999999999999
9156665,26,0.0570000000000291,0,-5.85,3.15,9.0
9156665,27,2.03,1,6.9,9.0,2.1
9156665,28,0.584,1,-8.85,9.0,17.849999999999998
9156665,29,1.87799999999997,0,3.6,12.6,9.0
9156665,30,1.533,0,5.7,14.7,9.0
9156665,31,1.439,0,-1.5,9.0,10.5
9156665,32,2.77900000000003,0,-3.75,5.25,9.0
9156665,33,1.19300000000003,1,-1.65,7.35,9.0
9156665,34,2.323,1,12.0,21.0,9.0
9156665,35,2.282,0,-2.7,6.3,9.0
9156665,36,2.25,0,-7.95,1.05,9.0
9156665,37,1.46200000000003,0,-6.75,9.0,15.75
9156665,38,0.92,1,7.8,16.8,9.0
9156665,39,0.44699999999997103,0,-9.9,9.0,18.9
9156665,40,0.815,0,-4.65,9.0,13.65
9156669,1,13.659,0,-10.5,30.0,40.5
9156669,2,8.232,0,-14.0,30.0,44.0
9156669,3,7.573,0,-15.75,14.25,30.0
9156669,5,5.75699999999997,0,-19.25,10.75,30.0
9156669,6,10.48,1,8.75,38.75,30.0
9156669,7,8.81100000000006,0,-5.25,30.0,35.25
9156669,8,3.151,0,-12.25,30.0,42.25
9156669,9,4.079,0,-12.25,17.75,30.0
9156669,10,5.123,1,8.75,30.0,21.25
9156669,11,8.734,1,7.0,30.0,23.0
9156669,12,4.99600000000006,0,-10.5,19.5,30.0
9156669,13,2.73000000000006,1,7.0,37.0,30.0
9156669,14,3.108,0,-1.75,30.0,31.75
9156669,15,2.704,0,0.0,30.0,30.0
9156669,16,4.976,0,-14.0,16.0,30.0
9156669,17,1.804,1,3.5,33.5,30.0
9156669,18,4.177,0,3.5,30.0,26.5
9156669,19,3.24100000000006,1,17.5,30.0,12.5
9156669,20,6.314,1,5.25,30.0,24.75
9156669,23,5.266,1,-1.75,21.0,22.75
9156669,24,4.85,0,-14.0,21.0,35.0
9156669,25,4.498,1,8.75,21.0,12.25
9156669,26,2.217,1,15.75,21.0,5.25
9156669,27,1.698,1,17.5,21.0,3.5
9156669,28,5.022,0,3.5,24.5,21.0
9156669,29,5.004,0,-12.25,21.0,33.25
9156669,30,3.72199999999994,0,-3.5,17.5,21.0
9156669,31,3.31400000000006,0,-19.25,1.75,21.0
9156669,32,10.748,0,5.25,26.25,21.0
9156669,33,7.772,1,7.0,28.0,21.0
9156669,34,2.93500000000006,1,10.5,21.0,10.5
9156669,35,8.484,0,-5.25,15.749999999999998,21.0
9156669,36,1.783,1,14.0,21.0,7.0
9156669,37,1.986,1,1.75,21.0,19.25
9156669,38,1.274,1,12.25,21.0,8.75
9156669,39,2.70099999999994,0,0.0,21.0,21.0
9156669,40,1.91600000000006,1,10.5,31.499999999999996,21.0
9156681,1,2.55539999997616,0,3.0,30.0,27.0
9156681,2,3.3532000000476803,1,-4.5,25.5,30.0
9156681,3,5.00369999992847,1,-0.75,29.25,30.0
9156681,4,6.539,0,-3.75,30.0,33.75
9156681,5,4.88479999995232,0,-8.25,21.75,30.0
9156681,6,7.28640000009537,0,-1.5,30.0,31.5
9156681,7,3.69260000002384,0,-4.5,30.0,34.5
9156681,8,5.87810000002384,1,7.5,30.0,22.5
9156681,9,6.65379999995232,1,-1.5,28.5,30.0
9156681,10,3.202,1,3.75,30.0,26.25
9156681,11,4.15660000002384,1,3.0,33.0,30.0
9156681,12,3.64090000009537,1,0.75,30.75,30.0
9156681,13,2.464,1,5.25,35.25,30.0
9156681,14,3.4995,0,-6.75,23.25,30.0
9156681,15,3.44929999995232,1,5.25,30.0,24.75
9156681,16,4.28980000007153,1,0.0,30.0,30.0
9156681,17,6.02339999997616,0,-6.0,30.0,36.0
9156681,18,6.5655,1,-2.25,27.75,30.0
9156681,19,2.51879999995232,1,6.0,30.0,24.0
9156681,20,3.23479999995232,0,-2.25,30.0,32.25
9156681,21,8.35560000002384,1,-6.0,9.0,15.0
9156681,22,8.70989999997616,1,3.75,9.0,5.25
9156681,23,3.99860000002384,0,-2.25,6.75,9.0
9156681,24,5.117,1,6.0,9.0,3.0
