subject,trial,rt,choice,vDiff,vL,vR
9157156,8,7.46430000007153,1,5.95,35.95,30.0
9157156,9,5.49579999995232,0,-15.75,30.0,45.75
9157156,10,6.774,1,13.65,30.0,16.35
9157156,11,7.77710000002384,1,11.2,30.0,18.8
9157156,12,6.88440000009537,0,-8.75,21.25,30.0
9157156,13,8.43729999995232,1,-3.5,30.0,33.5
9157156,14,10.9112999999523,1,3.85,30.0,26.15
9157156,15,4.003,1,13.3,43.3,30.0
9157156,16,4.7176999999284694,0,-23.1,30.0,53.1
9157156,17,4.76460000002384,0,-25.55,30.0,55.55
9157156,18,4.976,1,18.2,48.2,30.0
9157156,19,7.79860000002384,0,1.05,31.05,30.0
9157156,20,8.0525,1,6.3,30.0,23.7
9157156,22,8.933700000047681,1,23.1,44.1,21.0
9157156,23,6.92139999997616,1,6.3,21.0,14.7
9157156,24,8.564199999928471,1,13.65,21.0,7.35
9157156,28,8.07260000002384,0,-28.0,21.0,49.0
9157156,30,6.84080000007153,1,18.2,39.2,21.0
9157156,31,7.05940000009537,1,8.4,29.4,21.0
9157156,32,7.72839999997616,0,1.05,22.05,21.0
9157156,34,12.0281000000238,0,-10.85,21.0,31.849999999999998
9157156,35,6.5395,1,11.2,21.0,9.8
9157156,36,9.6845,0,-13.3,21.0,34.3
9157156,37,12.4003000000715,1,20.65,41.65,21.0
9157156,39,7.17160000002384,1,18.55,21.0,2.45
9157156,40,8.11010000002384,1,16.1,21.0,4.9
9157161,1,8.452,0,0.0,30.0,30.0
9157161,2,4.769,0,9.45,30.0,20.549999999999997
9157161,3,6.80999999999997,1,19.95,30.0,10.05
9157161,4,4.345,0,12.6,30.0,17.4
9157161,5,7.265,0,6.3,30.0,23.7
9157161,6,9.157,1,-8.4,21.6,30.0
9157161,7,3.778,1,13.65,30.0,16.35
9157161,8,4.541,0,-15.75,14.25,30.0
9157161,9,5.43,1,-5.25,24.75,30.0
9157161,10,7.491,0,-14.7,15.3,30.0
9157161,11,4.244,1,-4.2,25.8,30.0
9157161,12,3.997,1,17.85,30.0,12.15
9157161,13,2.72899999999997,0,-16.8,13.2,30.0
9157161,14,2.656,1,-1.05,28.95,30.0
9157161,15,3.098,1,-7.35,22.65,30.0
9157161,16,4.88,0,10.5,30.0,19.5
9157161,17,5.13,0,-11.55,18.45,30.0
9157161,18,5.104,1,-2.1,27.9,30.0
9157161,19,2.118,1,-3.15,26.849999999999998,30.0
9157161,20,1.091,0,-18.9,11.1,30.0
9157161,22,10.321,1,7.35,21.0,13.65
9157161,23,5.791,1,-6.3,14.7,21.0
9157161,24,10.11,0,1.05,21.0,19.95
9157161,25,9.327,1,17.85,21.0,3.15
9157161,26,5.915,0,-9.45,11.549999999999999,21.0
9157161,27,8.4,0,-11.55,9.45,21.0
9157161,28,2.911,1,-2.1,18.9,21.0
9157161,29,4.089,1,15.75,21.0,5.25
9157161,30,3.881,0,-13.65,7.35,21.0
9157161,31,10.137,1,8.4,21.0,12.6
9157161,32,4.07400000000006,1,16.8,21.0,4.2
9157161,33,2.764,0,4.2,21.0,16.8
9157161,34,3.001,0,-12.6,8.4,21.0
9157161,35,1.989,1,-5.25,15.75,21.0
9157161,36,1.766,1,19.95,21.0,1.05
9157161,37,2.269,1,-3.15,17.849999999999998,21.0
9157161,38,2.476,1,14.7,21.0,6.3
9157161,39,1.824,1,0.0,21.0,21.0
9157161,40,6.22,1,10.5,21.0,10.5
9157175,1,6.138,1,2.25,30.0,27.75
9157175,2,5.56099999999999,1,3.6,30.0,26.4
9157175,3,6.158,0,-8.55,21.45,30.0
9157175,4,6.205,0,-4.95,25.05,30.0
9157175,5,4.60399999999997,1,-1.35,28.65,30.0
9157175,6,7.209,0,-4.05,25.95,30.0
9157175,7,5.167,1,7.2,30.0,22.8
9157175,8,7.589,0,-3.15,26.85,30.0
9157175,9,6.449,1,0.9,30.0,29.1
9157175,10,4.079,0,-5.4,24.6,30.0
9157175,11,5.37200000000003,0,-8.1,21.9,30.0
9157175,12,2.761,1,-0.45,29.549999999999997,30.0
9157175,13,4.068,0,-6.3,23.7,30.0
9157175,14,3.436,1,5.85,30.0,24.15
9157175,15,2.83,1,-1.8,28.2,30.0
9157175,16,3.881,0,2.7,30.0,27.3
9157175,17,2.45599999999997,0,0.0,30.0,30.0
9157175,18,2.25,0,-6.75,23.25,30.0
9157175,19,3.70699999999997,0,-7.65,22.35,30.0
9157175,20,3.06399999999997,0,-4.5,25.5,30.0
9157175,21,8.031,0,-6.3,2.6999999999999997,9.0
9157175,22,6.981,0,-4.95,4.05,9.0
9157175,23,3.74900000000003,0,-8.55,0.44999999999999996,9.0
9157175,24,8.647,1,1.8,9.0,7.199999999999999
9157175,25,3.421,1,8.1,9.0,0.8999999999999999
9157175,26,3.753,1,5.85,9.0,3.15
9157175,27,3.80399999999994,1,2.25,9.0,6.75
9157175,28,1.63599999999994,1,4.05,9.0,4.95
9157175,29,4.404,0,-4.5,4.5,9.0
9157175,30,6.716,1,2.7,9.0,6.3
9157175,31,2.847,1,-1.35,7.6499999999999995,9.0
9157175,32,1.814,1,-0.45,8.549999999999999,9.0
9157175,33,2.984,0,-7.2,1.7999999999999998,9.0
9157175,34,3.762,1,-0.9,8.1,9.0
9157175,35,7.79699999999994,1,6.75,9.0,2.25
9157175,36,3.59099999999994,1,5.4,9.0,3.5999999999999996
9157175,37,3.429,1,0.0,9.0,9.0
9157175,38,1.882,1,3.15,9.0,5.85
9157175,39,2.057,1,3.6,9.0,5.3999999999999995
9157175,40,1.639,1,7.65,9.0,1.3499999999999999
9157201,1,5.043,0,-7.95,22.05,30.0
9157201,3,8.111,1,-2.55,30.0,32.55
9157201,5,9.798,0,-7.8,30.0,37.8
9157201,6,5.305,0,-12.0,30.0,42.0
9157201,7,5.766,0,1.65,30.0,28.35
9157201,8,3.471,1,-0.6,29.4,30.0
9157201,9,3.18700000000001,0,-5.7,30.0,35.7
9157201,10,4.08999999999999,1,-2.7,27.3,30.0
9157201,11,3.279,1,6.9,30.0,23.1
9157201,12,2.677,1,10.95,40.95,30.0
9157201,13,2.083,0,-3.75,26.25,30.0
9157201,14,3.192,1,4.65,34.65,30.0
9157201,15,2.089,1,9.9,39.9,30.0
9157201,16,1.1520000000000301,1,8.85,38.849999999999994,30.0
9157201,17,2.044,1,5.85,30.0,24.15
9157201,18,1.41500000000003,1,3.6,33.6,30.0
9157201,19,2.121,0,-0.45,30.0,30.45
9157201,20,1.74699999999997,1,1.5,31.5,30.0
9157201,21,12.489,0,-8.85,9.0,17.849999999999998
9157201,22,11.593,0,-5.85,3.15,9.0
9157201,23,5.75499999999997,1,6.9,9.0,2.1
9157201,24,3.822,0,-6.75,9.0,15.75
9157201,25,5.23700000000003,1,7.8,16.8,9.0
9157201,26,3.874,1,5.7,14.7,9.0
9157201,27,3.323,0,-2.55,9.0,11.549999999999999
9157201,28,4.485,0,-7.95,1.05,9.0
9157201,29,3.846,1,10.95,19.95,9.0
9157201,30,3.50999999999997,0,-0.45,9.0,9.45
9157201,31,2.348,1,12.0,21.0,9.0
9157201,32,2.412,0,-9.9,9.0,18.9
9157201,33,1.3,0,-4.65,9.0,13.65
9157201,34,3.977,0,-4.8,4.2,9.0
9157201,35,5.29200000000003,0,-1.65,7.35,9.0
9157201,36,2.012,0,-1.5,9.0,10.5
9157201,37,1.746,1,3.6,12.6,9.0
9157201,38,2.172,0,-2.7,6.3,9.0
9157201,39,2.84400000000006,0,0.6,9.0,8.4
9157201,40,4.342,0,-3.75,5.25,9.0
9157213,1,2.11429999998212,0,0.0,30.0,30.0
9157213,2,1.8925,1,7.5,30.0,22.5
9157213,3,1.70619999998808,1,-3.75,30.0,33.75
9157213,4,4.181,1,3.75,30.0,26.25
9157213,5,2.72969999998808,0,0.75,30.75,30.0
9157213,6,5.575599999994041,1,5.25,35.25,30.0
9157213,7,2.69430000001192,1,-1.5,30.0,31.5
9157213,8,2.95130000001192,1,3.0,30.0,27.0
9157213,9,3.46709999999404,0,-1.5,28.5,30.0
9157213,10,2.49630000001192,1,5.25,30.0,24.75
9157213,11,2.558,0,-8.25,21.75,30.0
9157213,12,2.10409999999404,1,6.0,30.0,24.0
9157213,13,3.41609999999404,0,-2.25,30.0,32.25
9157213,14,3.03120000001788,1,3.0,33.0,30.0
9157213,15,1.9925,0,-4.5,30.0,34.5
9157213,16,2.10070000001788,0,-6.0,30.0,36.0
9157213,17,1.82610000002384,1,-4.5,25.5,30.0
9157213,18,5.10430000001192,0,-2.25,27.75,30.0
9157213,19,1.77990000000596,0,-6.75,23.25,30.0
9157213,20,2.47469999998808,0,-0.75,29.25,30.0
9157213,21,4.35860000002384,1,-4.5,9.0,13.5
9157213,22,6.34780000001192,0,0.0,9.0,9.0
9157213,23,2.01259999999404,0,5.25,14.25,9.0
9157213,24,1.5445,0,-4.5,4.5,9.0
9157213,25,5.247200000017879,0,3.75,12.75,9.0
9157213,26,2.42389999997616,1,7.5,9.0,1.5
9157213,27,1.46509999999404,1,3.75,9.0,5.25
9157213,28,1.87490000000596,0,-0.75,8.25,9.0
9157213,29,1.68140000000596,0,0.75,9.75,9.0
9157213,30,2.8555,1,6.0,9.0,3.0
9157213,31,1.70459999999404,0,3.0,12.0,9.0
9157213,32,1.84859999999404,0,-5.25,3.75,9.0
9157213,33,2.375,1,-6.0,9.0,15.0
9157213,34,4.36469999998808,1,6.75,9.0,2.25
9157213,35,1.838,0,-2.25,6.75,9.0
9157213,36,1.73420000001788,1,-2.25,9.0,11.25
9157213,37,2.3745,1,3.0,9.0,6.0
9157213,38,1.16839999997616,0,-8.25,0.75,9.0
9157213,39,1.0482999999821199,0,-1.5,7.5,9.0
9157213,40,1.28770000001788,1,-1.5,9.0,10.5
9158390,1,6.00629999999702,0,-3.75,26.25,30.0
9158390,2,4.96790000000596,1,-0.6,29.4,30.0
9158390,3,3.97979999999702,1,4.65,34.65,30.0
9158390,4,1.8735,1,6.75,36.75,30.0
9158390,5,6.447,1,6.9,30.0,23.1
9158390,6,2.8465,0,-12.0,30.0,42.0
9158390,7,2.3685,1,4.8,30.0,25.2
9158390,8,3.23409999999404,1,10.95,40.95,30.0
9158390,9,4.764799999997019,1,8.85,38.849999999999994,30.0
9158390,10,2.26,1,3.6,33.6,30.0
9158390,11,2.08640000000596,0,-5.7,30.0,35.7
9158390,12,1.89569999998808,1,9.9,39.9,30.0
9158390,13,3.43789999999106,0,-0.45,30.0,30.45
9158390,14,4.9385,0,-2.55,30.0,32.55
9158390,15,6.32129999999702,0,1.65,30.0,28.35
9158390,16,2.2168999999910604,0,-2.7,27.3,30.0
9158390,17,3.04890000000596,1,1.5,31.5,30.0
9158390,18,2.03209999999404,1,5.85,30.0,24.15
9158390,19,2.09470000000298,0,-7.95,22.05,30.0
9158390,20,2.82940000000596,0,-7.8,30.0,37.8
9158390,21,6.54629999999702,0,-2.7,6.3,9.0
9158390,22,5.19590000000596,0,-5.85,3.15,9.0
9158390,23,9.785900000005961,0,-6.75,9.0,15.75
9158390,24,7.178299999997019,1,10.95,19.95,9.0
9158390,25,12.8738999999911,0,-7.95,1.05,9.0
9158390,26,8.0425,0,-1.65,7.35,9.0
9158390,27,5.402399999991061,0,-8.85,9.0,17.849999999999998
9158390,28,6.275,1,-0.45,9.0,9.45
9158390,29,6.709400000005959,1,0.6,9.0,8.4
9158390,30,1.83379999999702,0,-2.55,9.0,11.549999999999999
9158390,31,3.0447000000029796,1,6.9,9.0,2.1
9158390,32,7.8949000000059595,1,5.7,14.7,9.0
9158390,33,3.3402000000029797,0,-4.8,4.2,9.0
9158390,34,3.80259999999404,0,-3.75,5.25,9.0
9158390,35,1.559,1,7.8,16.8,9.0
9158390,36,2.34789999999106,1,3.6,12.6,9.0
9158390,37,10.228200000003,0,-1.5,9.0,10.5
9158390,38,3.84679999999702,0,-9.9,9.0,18.9
9158390,39,1.653,0,-4.65,9.0,13.65
9158390,40,1.42370000000298,1,12.0,21.0,9.0
9158415,1,3.7717999999523197,0,-19.25,10.75,30.0
9158415,2,2.85630000001192,0,8.75,30.0,21.25
9158415,3,1.61889999997616,1,3.5,33.5,30.0
9158415,4,1.02490000003576,0,-5.25,30.0,35.25
9158415,5,1.60430000001192,0,-10.5,30.0,40.5
9158415,6,1.18440000003576,0,-12.25,30.0,42.25
9158415,7,1.27290000003576,0,3.5,30.0,26.5
9158415,8,2.21579999995232,1,17.5,30.0,12.5
9158415,9,1.58130000001192,1,8.75,38.75,30.0
9158415,10,1.87889999997616,0,-14.0,16.0,30.0
9158415,11,1.50019999998808,0,-12.25,17.75,30.0
9158415,12,1.52979999995232,0,0.0,30.0,30.0
9158415,13,1.9275,0,-15.75,14.25,30.0
9158415,14,1.38520000004768,0,1.75,30.0,28.25
9158415,15,2.38830000001192,0,-10.5,19.5,30.0
9158415,16,1.21169999998808,1,7.0,37.0,30.0
9158415,17,1.14740000003576,0,5.25,30.0,24.75
9158415,18,0.933,0,7.0,30.0,23.0
9158415,19,0.879399999976158,0,-14.0,30.0,44.0
9158415,20,0.861799999952316,0,-1.75,30.0,31.75
9158415,21,2.51410000002384,1,10.5,31.499999999999996,21.0
9158415,22,1.2895,0,-19.25,1.75,21.0
9158415,23,1.12509999996424,1,15.75,21.0,5.25
9158415,24,1.547,0,-14.0,21.0,35.0
9158415,25,1.1097999999523198,1,3.5,24.5,21.0
9158415,26,1.1345,0,8.75,21.0,12.25
9158415,27,1.02010000002384,1,12.25,21.0,8.75
9158415,28,0.985599999964237,1,14.0,21.0,7.0
9158415,29,0.895200000047684,1,8.75,29.749999999999996,21.0
9158415,30,1.35310000002384,0,10.5,21.0,10.5
9158415,31,1.28969999998808,0,1.75,21.0,19.25
9158415,32,1.009,1,0.0,21.0,21.0
9158415,33,0.903099999964237,1,-5.25,15.749999999999998,21.0
9158415,34,0.8805,0,-1.75,21.0,22.75
9158415,35,0.9343999999761581,0,-12.25,21.0,33.25
9158415,36,1.3305,1,17.5,21.0,3.5
9158415,37,1.09160000002384,0,7.0,21.0,14.0
9158415,38,0.9623000000119211,1,5.25,26.25,21.0
9158415,39,1.02180000001192,1,-3.5,17.5,21.0
9158415,40,0.8491999999880789,1,7.0,28.0,21.0
9158418,1,3.042,1,-1.35,28.65,30.0
9158418,2,5.072,1,-4.05,25.95,30.0
9158418,3,4.533,1,-8.55,21.45,30.0
9158418,4,4.134,0,0.9,30.0,29.1
9158418,5,1.257,1,-1.8,28.2,30.0
9158418,6,3.837,0,-4.95,25.05,30.0
9158418,7,3.46899999999999,0,-8.1,21.9,30.0
9158418,8,2.503,0,2.25,30.0,27.75
9158418,9,2.288,1,-0.45,29.549999999999997,30.0
9158418,10,4.912,1,-3.15,26.85,30.0
9158418,11,2.003,0,-6.75,23.25,30.0
9158418,12,3.995,0,3.6,30.0,26.4
9158418,13,2.01400000000001,0,-7.65,22.35,30.0
9158418,14,1.95100000000001,0,2.7,30.0,27.3
9158418,15,2.19500000000003,1,5.85,30.0,24.15
9158418,16,6.036,0,-4.5,25.5,30.0
9158418,17,1.462,0,-5.4,24.6,30.0
9158418,18,1.119,0,-6.3,23.7,30.0
9158418,19,1.66,1,7.2,30.0,22.8
9158418,20,2.764,0,0.0,30.0,30.0
9158418,21,6.515,1,-0.45,8.549999999999999,9.0
9158418,22,4.15399999999997,0,-4.95,4.05,9.0
9158418,23,2.275,1,8.1,9.0,0.8999999999999999
9158418,24,5.542,0,4.05,9.0,4.95
9158418,25,2.951,0,2.25,9.0,6.75
9158418,26,1.57999999999997,0,-8.55,0.44999999999999996,9.0
9158418,27,4.809,1,3.6,9.0,5.3999999999999995
9158418,28,2.714,1,-1.35,7.6499999999999995,9.0
9158418,29,1.25300000000003,1,6.75,9.0,2.25
9158418,30,1.63300000000003,0,1.8,9.0,7.199999999999999
9158418,31,3.04400000000003,0,-7.2,1.7999999999999998,9.0
9158418,32,2.09100000000003,1,7.65,9.0,1.3499999999999999
9158418,33,1.582,1,-0.9,8.1,9.0
9158418,34,1.361,0,-6.3,2.6999999999999997,9.0
9158418,35,1.97700000000003,0,-4.5,4.5,9.0
9158418,36,1.42,0,2.7,9.0,6.3
9158418,37,1.27199999999997,1,5.4,9.0,3.5999999999999996
9158418,38,1.3,0,3.15,9.0,5.85
9158418,39,1.642,1,0.0,9.0,9.0
9158418,40,1.42599999999997,1,5.85,9.0,3.15
9158535,1,5.228,1,5.25,30.0,24.75
9158535,2,4.896,0,0.75,30.75,30.0
9158535,3,9.171,1,-1.5,30.0,31.5
9158535,4,3.925,1,3.0,30.0,27.0
9158535,5,4.216,1,3.75,30.0,26.25
9158535,6,5.28,1,-4.5,30.0,34.5
9158535,7,5.311,1,6.0,30.0,24.0
9158535,8,3.425,0,-6.75,23.25,30.0
9158535,9,7.444,0,0.0,30.0,30.0
9158535,10,6.23,1,-2.25,30.0,32.25
9158535,11,1.949,0,5.25,35.25,30.0
9158535,12,2.93,0,-0.75,29.25,30.0
9158535,13,1.707,0,-4.5,25.5,30.0
9158535,14,6.402,1,-6.0,30.0,36.0
9158535,15,2.37,0,-2.25,27.75,30.0
9158535,16,2.568,0,3.0,33.0,30.0
9158535,17,1.549,0,-8.25,21.75,30.0
9158535,18,11.839,1,7.5,30.0,22.5
9158535,19,9.717,0,-1.5,28.5,30.0
9158535,20,4.961,1,-3.75,30.0,33.75
9158535,22,9.474,0,-1.5,7.5,9.0
9158535,23,11.522,1,-4.5,9.0,13.5
9158535,24,7.358,0,-8.25,0.75,9.0
9158535,25,3.887,0,5.25,14.25,9.0
9158535,26,2.556,0,-5.25,3.75,9.0
9158535,27,4.307,1,-1.5,9.0,10.5
9158535,28,2.683,1,6.0,9.0,3.0
9158535,29,2.538,0,0.75,9.75,9.0
9158535,30,2.832,1,-2.25,9.0,11.25
9158535,31,1.98,0,3.0,12.0,9.0
9158535,32,1.128,1,3.0,9.0,6.0
9158535,33,1.331,1,7.5,9.0,1.5
9158535,34,1.04,1,6.75,9.0,2.25
9158535,35,1.745,0,-4.5,4.5,9.0
9158535,36,3.026,0,3.75,12.75,9.0
9158535,37,1.884,0,-0.75,8.25,9.0
9158535,38,1.97,0,0.0,9.0,9.0
9158535,39,4.412,1,3.75,9.0,5.25
9158535,40,3.23,1,-6.0,9.0,15.0
